begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup,DIFFICULT,SPEAKER,DIFFICULT.1,APPOSITION,NOMINAL,PRONOUN,pbegin,pbegin_ind,pbegin_pos,pend,pend_ind,pend_pos,parsed_mention,mention
18544,18547,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13430.0,190.0,15.0,13432.0,190.0,17.0,you,you
18548,18552,,,-1,-1,"le in, and
          take off.",Sgt.,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,13434.0,190.0,19.0,13437.0,190.0,22.0,Sgt.,Sgt.
18553,18557,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13439.0,190.0,24.0,13442.0,190.0,27.0,your,your
18610,18611,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,13486.0,190.0,71.0,13486.0,190.0,71.0,I,I
18630,18633,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13496.0,190.0,81.0,13498.0,190.0,83.0,you,you
18649,18661,,,-1,-1,"le in, and
          take off.",the fraulein,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,13515.0,190.0,100.0,13526.0,190.0,111.0,the fraulein,the fraulein
18684,18688,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13540.0,190.0,125.0,13543.0,190.0,128.0,your,your
18706,18728,,,-1,-1,"le in, and
          take off.",The German Master Sgt.,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,13552.0,190.0,137.0,13573.0,190.0,158.0,The German Master Sgt.,The German Master Sgt.
18751,18762,,,-1,-1,"le in, and
          take off.",the officer,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,True,False,13597.0,190.0,182.0,13607.0,190.0,192.0,the officer,the officer
18775,18789,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13609.0,191.0,0.0,13622.0,191.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
18807,18809,,,-1,-1,"le in, and
          take off.",me,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13630.0,192.0,7.0,13631.0,192.0,8.0,me,me
18810,18815,,,-1,-1,"le in, and
          take off.",Cap't,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,True,False,13633.0,192.0,10.0,13637.0,192.0,14.0,Cap't,Cap't
18821,18825,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,13644.0,192.0,21.0,13647.0,192.0,24.0,your,your
18931,18945,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13722.0,193.0,0.0,13735.0,193.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
18966,18969,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,13746.0,194.0,10.0,13748.0,194.0,12.0,you,you
19109,19114,,,-1,-1,"le in, and
          take off.",WICKI,          EXT - LA LOUISIANE (,13,WILHELM WICKI,False,False,True,False,False,False,False,13857.0,195.0,0.0,13861.0,195.0,4.0,WICKI,WICKI
19125,19129,,,-1,-1,"le in, and
          take off.",Sgt.,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,13862.0,196.0,0.0,13865.0,196.0,3.0,Sgt.,Sgt.
19131,19134,,,-1,-1,"le in, and
          take off.",You,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,13868.0,196.0,6.0,13870.0,196.0,8.0,You,You
19251,19259,,,-1,-1,"le in, and
          take off.",Stiglitz,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,13958.0,196.0,96.0,13965.0,196.0,103.0,Stiglitz,Stiglitz
19309,19317,,,-1,-1,"le in, and
          take off.",STIGLITZ,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,14004.0,197.0,0.0,14011.0,197.0,7.0,STIGLITZ,STIGLITZ
19339,19342,,,-1,-1,"le in, and
          take off.",YOU,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,14024.0,197.0,20.0,14026.0,197.0,22.0,YOU,YOU
19381,19389,,,-1,-1,"le in, and
          take off.",WINNETOU,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,14043.0,199.0,0.0,14050.0,199.0,7.0,WINNETOU,WINNETOU
19406,19409,,,-1,-1,"le in, and
          take off.",YOU,          EXT - LA LOUISIANE (,0,GERMAN PRIVATE #4/EDGAR WALLACE,False,False,True,False,False,False,False,14058.0,199.0,15.0,14060.0,199.0,17.0,YOU,YOU
19446,19459,,,-1,-1,"le in, and
          take off.",Edgar Wallace,          EXT - LA LOUISIANE (,0,GERMAN PRIVATE #4/EDGAR WALLACE,False,False,True,False,False,False,False,,,,,,,,Edgar Wallace
19489,19492,,,-1,-1,"le in, and
          take off.",him,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,14082.0,200.0,18.0,14084.0,200.0,20.0,him,him
19527,19535,,,-1,-1,"le in, and
          take off.",Sgt.Pola,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,,,,,,,,Sgt.Pola
19547,19548,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,8,GERMAN PRIVATE #5/WINNETOU,False,False,True,False,False,False,False,14087.0,200.0,23.0,14087.0,200.0,23.0,I,I
19600,19602,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,14130.0,200.0,66.0,14131.0,200.0,67.0,he,he
19612,19617,,,-1,-1,"le in, and
          take off.",Max's,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,14142.0,200.0,78.0,14146.0,200.0,82.0,Max's,Max's
19787,19795,,,-1,-1,"le in, and
          take off.",Sgt.Pola,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,14280.0,202.0,40.0,14287.0,202.0,47.0,Sgt.Pola,Sgt.Pola
19842,19856,,,-1,-1,"le in, and
          take off.",A GERMAN VOICE,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,14301.0,204.0,0.0,14314.0,204.0,13.0,A GERMAN VOICE,A GERMAN VOICE
19879,19891,,,-1,-1,"le in, and
          take off.",GERMAN VOICE,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,14326.0,205.0,0.0,14337.0,205.0,11.0,GERMAN VOICE,GERMAN VOICE
19918,19919,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,14350.0,205.0,24.0,14350.0,205.0,24.0,I,I
19983,20001,,,-1,-1,"le in, and
          take off.",the unknown German,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,14404.0,206.0,44.0,14421.0,206.0,61.0,the unknown German,the unknown German
20042,20045,,,-1,-1,"le in, and
          take off.",our,          EXT - LA LOUISIANE (,15,READER,False,False,False,False,False,False,False,14453.0,206.0,93.0,14455.0,206.0,95.0,our,our
20079,20116,,,-1,-1,"le in, and
          take off.",MAJOR DEITER HELLSTROM of the GESTAPO,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,14480.0,206.0,120.0,14516.0,206.0,156.0,MAJOR DEITER HELLSTROM of the GESTAPO,MAJOR DEITER HELLSTROM of the GESTAPO
20118,20127,,,-1,-1,"le in, and
          take off.",The Major,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,14519.0,206.0,159.0,14527.0,206.0,167.0,The Major,The Major
20167,20169,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,14558.0,206.0,198.0,14559.0,206.0,199.0,he,he
20197,20212,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,14578.0,208.0,0.0,14592.0,208.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
20228,20261,,,-1,-1,"le in, and
          take off.",the young newly christened father,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,14598.0,209.0,5.0,14630.0,209.0,37.0,the young newly christened father,the young newly christened father
20273,20274,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,14633.0,209.0,40.0,14633.0,209.0,40.0,I,I
20328,20331,,,-1,-1,"le in, and
          take off.",him,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,14678.0,209.0,85.0,14680.0,209.0,87.0,him,him
20333,20334,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,14683.0,209.0,90.0,14683.0,209.0,90.0,I,I
20344,20349,,,-1,-1,"le in, and
          take off.",yours,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,14694.0,209.0,101.0,14698.0,209.0,105.0,yours,yours
20379,20382,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,14719.0,209.0,126.0,14721.0,209.0,128.0,you,you
20389,20394,,,-1,-1,"le in, and
          take off.",Cap't,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,True,False,14729.0,209.0,136.0,14733.0,209.0,140.0,Cap't,Cap't
20406,20411,,,-1,-1,"le in, and
          take off.",Wicki,          EXT - LA LOUISIANE (,13,WILHELM WICKI,False,False,True,False,False,False,False,14736.0,209.0,143.0,14740.0,209.0,147.0,Wicki,Wicki
20433,20438,,,-1,-1,"le in, and
          take off.",WICKI,          EXT - LA LOUISIANE (,13,WILHELM WICKI,False,False,True,False,False,False,False,14751.0,210.0,0.0,14755.0,210.0,4.0,WICKI,WICKI
20449,20454,,,-1,-1,"le in, and
          take off.",Major,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,14756.0,211.0,0.0,14760.0,211.0,4.0,Major,Major
20491,20506,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,14786.0,212.0,0.0,14800.0,212.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
20517,20518,,,-1,-1,"le in, and
          take off.",T,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,True,14801.0,213.0,0.0,14801.0,213.0,0.0,T,T
20538,20564,,,-1,-1,"le in, and
          take off.","you
          Lt.Saltzberg",          EXT - LA LOUISIANE (,13,WILHELM WICKI,False,False,True,False,False,True,False,14822.0,213.0,21.0,14837.0,213.0,36.0,you Lt.Saltzberg,"you
          Lt.Saltzberg"
20599,20607,,,-1,-1,"le in, and
          take off.",STIGLITZ,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,14851.0,214.0,0.0,14858.0,214.0,7.0,STIGLITZ,STIGLITZ
20622,20625,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,14863.0,215.0,3.0,14865.0,215.0,5.0,you,you
20633,20642,,,-1,-1,"le in, and
          take off.",Lt.Berlin,          EXT - LA LOUISIANE (,9,STIGLITZ,False,False,True,False,False,False,False,14874.0,215.0,14.0,14882.0,215.0,22.0,Lt.Berlin,Lt.Berlin
20677,20682,,,-1,-1,"le in, and
          take off.",HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,14896.0,216.0,0.0,14900.0,216.0,4.0,HICOX,HICOX
20694,20695,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,14902.0,217.0,0.0,14902.0,217.0,0.0,I,I
20712,20717,,,-1,-1,"le in, and
          take off.",Cap't,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,True,False,14920.0,217.0,18.0,14924.0,217.0,22.0,Cap't,Cap't
20718,20719,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,14926.0,217.0,24.0,14926.0,217.0,24.0,I,I
20748,20765,,,-1,-1,"le in, and
          take off.",The Gestapo Major,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,14946.0,217.0,44.0,14962.0,217.0,60.0,The Gestapo Major,The Gestapo Major
20789,20797,,,-1,-1,"le in, and
          take off.",Sgt.Pola,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,14987.0,217.0,85.0,14994.0,217.0,92.0,Sgt.Pola,Sgt.Pola
20847,20855,,,-1,-1,"le in, and
          take off.",Lt.Hicox,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15025.0,217.0,123.0,15032.0,217.0,130.0,Lt.Hicox,Lt.Hicox
20873,20876,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15051.0,217.0,149.0,15053.0,217.0,151.0,his,his
20896,20904,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15062.0,218.0,0.0,15069.0,218.0,7.0,LT.HICOX,LT.HICOX
20915,20916,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15070.0,219.0,0.0,15070.0,219.0,0.0,I,I
21000,21015,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,15133.0,220.0,0.0,15147.0,220.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
21051,21059,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15161.0,222.0,0.0,15168.0,222.0,7.0,LT.HICOX,LT.HICOX
21130,21133,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,15219.0,223.0,50.0,15221.0,223.0,52.0,you,you
21172,21187,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,15249.0,224.0,0.0,15263.0,224.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
21278,21287,,,-1,-1,"le in, and
          take off.",LT. HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15273.0,227.0,0.0,15281.0,227.0,8.0,LT. HICOX,LT. HICOX
21303,21306,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,15287.0,228.0,5.0,15289.0,228.0,7.0,you,you
21311,21313,,,-1,-1,"le in, and
          take off.",me,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15295.0,228.0,13.0,15296.0,228.0,14.0,me,me
21315,21318,,,-1,-1,"le in, and
          take off.",You,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,15299.0,228.0,17.0,15301.0,228.0,19.0,You,You
21373,21388,,,-1,-1,"le in, and
          take off.",MAJOR HELLSTROM,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,15335.0,229.0,0.0,15349.0,229.0,14.0,MAJOR HELLSTROM,MAJOR HELLSTROM
21403,21404,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,False,False,15354.0,230.0,4.0,15354.0,230.0,4.0,I,I
21420,21428,,,-1,-1,"le in, and
          take off.",LT.HICOX,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15359.0,231.0,0.0,15366.0,231.0,7.0,LT.HICOX,LT.HICOX
21457,21463,,,-1,-1,"le in, and
          take off.",myself,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15385.0,232.0,18.0,15390.0,232.0,23.0,myself,myself
21465,21467,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15393.0,232.0,26.0,15394.0,232.0,27.0,my,my
21486,21488,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15404.0,232.0,37.0,15405.0,232.0,38.0,my,my
21501,21503,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15419.0,232.0,52.0,15420.0,232.0,53.0,my,my
21518,21520,,,-1,-1,"le in, and
          take off.",My,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15436.0,232.0,69.0,15437.0,232.0,70.0,My,My
21619,21642,,,-1,-1,"le in, and
          take off.",Bridget Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,15507.0,232.0,140.0,15529.0,232.0,162.0,Bridget Von Hammersmark,Bridget Von Hammersmark
21707,21712,,,-1,-1,"le in, and
          take off.",Hicox,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15585.0,232.0,218.0,15589.0,232.0,222.0,Hicox,Hicox
21739,21742,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,15617.0,232.0,250.0,15619.0,232.0,252.0,her,her
21754,21757,,,-1,-1,"le in, and
          take off.",she,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,15622.0,232.0,255.0,15624.0,232.0,257.0,she,she
21775,21782,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,15631.0,233.0,0.0,15637.0,233.0,6.0,BRIDGET,BRIDGET
21793,21798,,,-1,-1,"le in, and
          take off.",Major,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,15638.0,234.0,0.0,15642.0,234.0,4.0,Major,Major
21803,21805,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,15648.0,234.0,10.0,15649.0,234.0,11.0,my,my
21827,21828,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,15672.0,234.0,34.0,15672.0,234.0,34.0,I,I
21864,21879,,,-1,-1,"le in, and
          take off.",the Young Cap't,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,True,False,15699.0,234.0,61.0,15713.0,234.0,75.0,the Young Cap't,the Young Cap't
21905,21907,,,-1,-1,"le in, and
          take off.",He,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15730.0,234.0,92.0,15731.0,234.0,93.0,He,He
21957,21959,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15772.0,234.0,134.0,15773.0,234.0,135.0,he,he
21991,21994,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15796.0,234.0,158.0,15798.0,234.0,160.0,his,his
22039,22041,,,-1,-1,"le in, and
          take off.",he,          EXT - LA LOUISIANE (,7,LT. HICOX,False,False,True,False,False,False,False,15834.0,234.0,196.0,15835.0,234.0,197.0,he,he
22100,22117,,,-1,-1,"le in, and
          take off.",the Gestapo Major,          EXT - LA LOUISIANE (,21,MAJOR HELLSTROM,False,False,True,False,False,True,False,15875.0,234.0,237.0,15891.0,234.0,253.0,the Gestapo Major,the Gestapo Major
